"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2016";4.18;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2017";4.18;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2018";5.06;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"olej napędowy - za 1l";"cena";"2019";5.10;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2006";12.40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2007";12.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2008";12.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2009";13.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2010";13.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2011";14.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2012";14.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2013";16.40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2014";16.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2015";17.60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2016";17.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2017";17.60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2018";18.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"bilet do kina";"cena";"2019";18.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2006";1.76;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2007";1.55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2008";1.58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2009";1.79;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2010";1.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2011";2.10;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2012";2.01;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2013";2.03;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2014";2.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2015";1.87;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2016";1.90;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2017";2.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"lipiec";"mydło toaletowe - za 100g";"cena";"2019";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2006";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2007";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2008";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2009";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2010";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2011";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2012";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2013";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.78;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";1.95;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.25;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.26;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.46;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.46;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.35;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.56;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.44;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2013";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2014";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2015";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2016";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2017";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2019";0.61;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2006";2.97;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2007";3.10;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2008";3.22;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2009";3.52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2010";4.15;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2011";4.59;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2012";4.43;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2013";4.85;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2014";5.06;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2015";4.50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2016";4.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2017";6.58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2018";6.39;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"masło świeże o zawartości tłuszczu ok. 82.5% - za 200 g";"cena";"2019";6.06;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2006";2.43;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2007";2.08;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2008";2.02;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2009";2.04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2010";2.13;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2011";1.74;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2012";2.05;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2013";2.12;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2014";1.77;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2015";2.50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2016";1.96;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2017";2.07;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2018";3.04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"marchew - za 1 kg";"cena";"2019";3.22;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2006";2.03;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2007";2.17;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2008";2.74;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2009";3.21;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2010";3.47;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2011";3.18;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2012";3.55;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2013";3.45;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2014";3.97;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2015";4.11;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2016";3.72;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2017";3.82;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2018";4.49;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"herbata czarna. liściasta - za 100g";"cena";"2019";7.19;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2006";14.76;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2007";16.22;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2008";16.64;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2009";18.01;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2010";19.27;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2011";19.40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2012";20.57;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2013";22.24;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2014";22.65;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2015";22.35;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2016";22.29;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2017";22.48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2018";22.39;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"ciepła woda - za 1m3";"cena";"2019";24.75;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2011";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2012";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2013";5.56;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2014";5.28;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2015";4.48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2016";4.08;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2017";4.30;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2018";5.03;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"olej napędowy - za 1l";"cena";"2019";5.04;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2006";12.40;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2007";12.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2008";12.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2009";13.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2010";13.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2011";14.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2012";14.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2013";16.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2014";16.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2015";17.60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2016";17.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2017";17.60;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2018";18.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"bilet do kina";"cena";"2019";18.20;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2006";1.76;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2007";1.50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2008";1.58;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2009";1.79;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2010";1.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2011";1.94;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2012";2.01;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2013";2.03;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2014";1.98;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2015";1.87;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2016";1.90;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2017";1.93;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2018";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"sierpień";"mydło toaletowe - za 100g";"cena";"2019";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2006";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2007";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2008";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2009";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2010";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2011";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2012";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2013";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2014";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2015";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2016";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2017";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2018";0.00;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"karp świeży - za 1kg";"cena";"2019";0.00;"zł";"x";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2006";1.80;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2007";2.11;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2008";2.23;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2009";2.25;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2010";2.27;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2011";2.52;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2012";2.46;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2013";2.53;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2014";2.50;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2015";2.44;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2016";2.43;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2017";2.44;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2018";2.48;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"mleko krowie spożywcze o zawartości tłuszczu 2-2.5% - za 1l";"cena";"2019";2.43;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2006";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2007";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2008";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2009";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2010";;"zł";"";
2600000;"ŚWIĘTOKRZYSKIE";"wrzesień";"jaja kurze świeże (chów klatkowy lub ściółkowy) - za 1 szt";"cena";"2011";;"zł";"";
